Word, suny_c, gutenberg_c, suny_ws, gutenberg_ws, total
|thought,|, |0|, |0|, |1|, |0|, |1|
|_quatrième_|, |0|, |1|, |0|, |0|, |1|
|hard,"|, |0|, |0|, |0|, |1|, |1|
|say,|, |0|, |0|, |1|, |1|, |2|
|amoureux_.|, |0|, |0|, |1|, |0|, |1|
|letter.|, |0|, |0|, |0|, |1|, |1|
|hint|, |1|, |1|, |1|, |1|, |4|
|brief|, |1|, |1|, |1|, |1|, |4|
|great|, |14|, |14|, |14|, |14|, |56|
|listen,"|, |0|, |0|, |0|, |2|, |2|
|significant|, |1|, |0|, |1|, |0|, |2|
|havre|, |0|, |0|, |0|, |0|, |0|
|stop|, |1|, |0|, |1|, |0|, |2|
|umbrageous|, |0|, |1|, |0|, |1|, |2|
|rounding|, |1|, |0|, |1|, |0|, |2|
|yearning|, |2|, |0|, |1|, |0|, |3|
|dinner|, |2|, |2|, |0|, |0|, |4|
|confident|, |1|, |0|, |1|, |0|, |2|
|to-day|, |0|, |0|, |0|, |0|, |0|
|_coffee|, |0|, |1|, |0|, |0|, |1|
|supported|, |0|, |0|, |0|, |0|, |0|
|sad|, |1|, |1|, |1|, |1|, |4|
|mean?"|, |0|, |0|, |4|, |4|, |8|
|voila!"|, |0|, |0|, |1|, |0|, |1|
|inches|, |1|, |0|, |1|, |0|, |2|
|bright--as|, |0|, |0|, |1|, |0|, |1|
|amended|, |1|, |0|, |1|, |0|, |2|
|portico,|, |0|, |0|, |1|, |1|, |2|
|adored|, |1|, |0|, |1|, |0|, |2|
|lightly|, |1|, |1|, |1|, |1|, |4|
|all."|, |0|, |0|, |0|, |1|, |1|
|bystreet|, |0|, |1|, |0|, |0|, |1|
|already|, |3|, |3|, |2|, |3|, |11|
|imperfectly|, |0|, |1|, |0|, |0|, |1|
|pocket.|, |0|, |0|, |1|, |0|, |1|
|day;|, |0|, |0|, |1|, |1|, |2|
|we're|, |0|, |0|, |2|, |0|, |2|
|dreams|, |1|, |1|, |1|, |1|, |4|
|leaning|, |1|, |4|, |1|, |4|, |10|
|same|, |5|, |4|, |3|, |2|, |14|
|theatres|, |1|, |1|, |0|, |0|, |2|
|i--and|, |0|, |0|, |0|, |0|, |0|
|friend's|, |0|, |0|, |7|, |1|, |8|
|different|, |2|, |1|, |0|, |0|, |3|
|shop|, |1|, |0|, |0|, |0|, |1|
|ignorance|, |1|, |0|, |0|, |0|, |1|
|bow,|, |0|, |0|, |0|, |1|, |1|
|bourgeoise|, |1|, |0|, |0|, |0|, |1|
|(309)|, |0|, |0|, |1|, |0|, |1|
|common|, |1|, |0|, |0|, |0|, |1|
|stucco|, |1|, |1|, |1|, |1|, |4|
|courtesy.|, |0|, |0|, |1|, |0|, |1|
|smoothly|, |1|, |1|, |1|, |0|, |3|
|afresh|, |1|, |0|, |0|, |0|, |1|
|receptacle|, |1|, |0|, |0|, |0|, |1|
|appeals|, |1|, |0|, |1|, |0|, |2|
|army|, |1|, |0|, |1|, |0|, |2|
|decent|, |2|, |0|, |0|, |0|, |2|
|wickedness!"|, |0|, |0|, |1|, |0|, |1|
|it?|, |0|, |0|, |2|, |1|, |3|
|honestly|, |0|, |2|, |0|, |0|, |2|
|widows|, |1|, |0|, |0|, |0|, |1|
|without|, |9|, |6|, |9|, |6|, |30|
|houses|, |2|, |2|, |0|, |0|, |4|
|believe|, |4|, |5|, |3|, |4|, |16|
|sailors|, |1|, |0|, |1|, |0|, |2|
|remember|, |4|, |5|, |3|, |5|, |17|
|stripped|, |2|, |0|, |1|, |0|, |3|
|"asking|, |0|, |0|, |0|, |0|, |0|
|appear|, |1|, |1|, |1|, |1|, |4|
|meanwhile,|, |0|, |0|, |0|, |1|, |1|
|sighed.|, |0|, |0|, |1|, |0|, |1|
|gardens|, |1|, |0|, |1|, |0|, |2|
|inn|, |3|, |4|, |3|, |3|, |13|
|europe;|, |0|, |0|, |0|, |0|, |0|
|bawls|, |1|, |1|, |1|, |1|, |4|
|beginning|, |1|, |1|, |1|, |1|, |4|
|spencer--with|, |0|, |0|, |0|, |0|, |0|
|side-street,|, |0|, |0|, |1|, |0|, |1|
|expected,|, |0|, |0|, |0|, |1|, |1|
|yours|, |1|, |2|, |0|, |0|, |3|
|fascination--the|, |0|, |0|, |1|, |0|, |1|
|grimwinter!"|, |0|, |0|, |0|, |0|, |0|
|was:|, |0|, |0|, |0|, |0|, |0|
|day.|, |0|, |0|, |1|, |2|, |3|
|"with|, |0|, |0|, |0|, |0|, |0|
|rare|, |1|, |1|, |0|, |0|, |2|
|money."|, |0|, |0|, |4|, |5|, |9|
|"are|, |0|, |0|, |1|, |0|, |1|
|separated|, |1|, |1|, |1|, |1|, |4|
|correctly|, |1|, |1|, |0|, |0|, |2|
|outside|, |2|, |2|, |1|, |1|, |6|
|hands|, |12|, |11|, |11|, |10|, |44|
|europe.|, |0|, |0|, |0|, |0|, |0|
|fluttered,|, |0|, |0|, |1|, |1|, |2|
|europe!"|, |0|, |0|, |0|, |0|, |0|
|breathless.|, |0|, |0|, |1|, |1|, |2|
|choose|, |1|, |1|, |1|, |1|, |4|
|consciousness--we|, |0|, |0|, |1|, |0|, |1|
|far|, |6|, |4|, |5|, |3|, |18|
|tears|, |4|, |3|, |4|, |3|, |14|
|all,|, |0|, |0|, |1|, |1|, |2|
|"by|, |0|, |0|, |0|, |0|, |0|
|agreable_|, |2|, |0|, |0|, |0|, |2|
|table,|, |0|, |0|, |1|, |3|, |4|
|"oh,|, |0|, |0|, |0|, |0|, |0|
|possibly|, |1|, |2|, |1|, |2|, |6|
|low|, |2|, |1|, |2|, |1|, |6|
|parlour|, |2|, |0|, |1|, |0|, |3|
|as,|, |0|, |0|, |1|, |1|, |2|
|sown,|, |0|, |0|, |1|, |0|, |1|
|listening,|, |0|, |0|, |0|, |1|, |1|
|recall|, |2|, |0|, |2|, |0|, |4|
|provençale|, |0|, |0|, |0|, |0|, |0|
|d|, |2|, |2|, |0|, |2|, |6|
|well?"|, |0|, |0|, |1|, |0|, |1|
|whence|, |1|, |0|, |1|, |0|, |2|
|"ruche"|, |0|, |0|, |1|, |0|, |1|
|softly,|, |0|, |0|, |0|, |6|, |6|
|precautions|, |1|, |0|, |1|, |0|, |2|
|voice.|, |0|, |0|, |1|, |3|, |4|
|house,|, |0|, |0|, |3|, |3|, |6|
|down,|, |0|, |0|, |2|, |2|, |4|
|he's|, |0|, |0|, |3|, |1|, |4|
|candour,|, |0|, |0|, |1|, |0|, |1|
|me,"|, |0|, |0|, |4|, |3|, |7|
|"that|, |0|, |0|, |2|, |2|, |4|
|brushing|, |1|, |1|, |1|, |1|, |4|
|(276)|, |0|, |0|, |1|, |0|, |1|
|bench,|, |0|, |0|, |1|, |1|, |2|
|perfection|, |1|, |0|, |1|, |0|, |2|
|docked|, |1|, |0|, |0|, |0|, |1|
|thrust|, |1|, |0|, |1|, |0|, |2|
|much.|, |0|, |0|, |1|, |1|, |2|
|peculiarly|, |2|, |2|, |2|, |2|, |8|
|rapid.|, |0|, |0|, |1|, |1|, |2|
|tired,|, |0|, |0|, |0|, |1|, |1|
|night--listening|, |0|, |0|, |1|, |0|, |1|
|faith.|, |0|, |0|, |1|, |0|, |1|
|wished,|, |0|, |0|, |0|, |1|, |1|
|news.|, |0|, |0|, |1|, |0|, |1|
|no!"--she|, |0|, |0|, |1|, |0|, |1|
|seen;|, |0|, |0|, |1|, |1|, |2|
|be|, |38|, |23|, |33|, |22|, |116|
|unceremoniously|, |1|, |1|, |0|, |0|, |2|
|afresh--and|, |0|, |0|, |1|, |0|, |1|
|step.|, |0|, |0|, |2|, |0|, |2|
|dingy|, |0|, |1|, |0|, |0|, |1|
|sais|, |1|, |0|, |1|, |0|, |2|
|receptacle,|, |0|, |0|, |1|, |0|, |1|
|leaned,|, |0|, |0|, |1|, |0|, |1|
|exactly|, |1|, |1|, |1|, |1|, |4|
|protector;|, |0|, |0|, |1|, |0|, |1|
|story.|, |0|, |0|, |1|, |0|, |1|
|fool|, |1|, |1|, |1|, |1|, |4|
|i!|, |0|, |0|, |0|, |0|, |0|
|busy|, |1|, |1|, |1|, |1|, |4|
|press|, |1|, |0|, |1|, |0|, |2|
|it?"|, |0|, |0|, |3|, |4|, |7|
|embroidery,|, |0|, |0|, |1|, |2|, |3|
|lady,"|, |0|, |0|, |1|, |1|, |2|
|matter|, |2|, |1|, |1|, |1|, |5|
|past'|, |0|, |0|, |1|, |1|, |2|
|big|, |1|, |1|, |1|, |1|, |4|
|friendly|, |1|, |1|, |1|, |1|, |4|
|bow|, |1|, |2|, |0|, |1|, |4|
|before--that|, |0|, |0|, |0|, |1|, |1|
|established.|, |0|, |0|, |1|, |1|, |2|
|consequence|, |2|, |1|, |2|, |1|, |6|
|dozen|, |1|, |1|, |1|, |1|, |4|
|picturesqueness'|, |0|, |0|, |0|, |1|, |1|
|_salle|, |0|, |1|, |0|, |1|, |2|
|verona."|, |0|, |0|, |0|, |0|, |0|
|distinctness:|, |0|, |0|, |0|, |1|, |1|
|monsieur.|, |0|, |0|, |0|, |0|, |0|
|monstrous,|, |0|, |0|, |1|, |0|, |1|
|folded|, |1|, |1|, |0|, |0|, |2|
|lovely.|, |0|, |0|, |1|, |0|, |1|
|charity.|, |0|, |0|, |1|, |1|, |2|
|get--honestly.|, |0|, |0|, |0|, |1|, |1|
|solemnity|, |1|, |0|, |0|, |0|, |1|
|apprehension.|, |0|, |0|, |1|, |0|, |1|
|uncomfortable.|, |0|, |0|, |0|, |1|, |1|
|cruelly|, |1|, |1|, |1|, |1|, |4|
|craziness|, |1|, |1|, |0|, |0|, |2|
|toutes|, |1|, |0|, |1|, |0|, |2|
|banter.|, |0|, |0|, |1|, |0|, |1|
|(297)|, |0|, |0|, |1|, |0|, |1|
|treacherous.|, |0|, |0|, |0|, |1|, |1|
|straight|, |3|, |2|, |3|, |2|, |10|
|widows,|, |0|, |0|, |1|, |0|, |1|
|"carry-all"|, |0|, |0|, |1|, |0|, |1|
|coffee,|, |0|, |0|, |0|, |1|, |1|
|believed|, |0|, |2|, |0|, |2|, |4|
|remained|, |1|, |2|, |1|, |2|, |6|
|avoid|, |1|, |0|, |1|, |0|, |2|
|hospitality|, |1|, |2|, |1|, |1|, |5|
|fille|, |1|, |0|, |1|, |0|, |2|
|lean,|, |0|, |0|, |1|, |0|, |1|
|perplexed.|, |0|, |0|, |0|, |1|, |1|
|mon|, |1|, |0|, |1|, |0|, |2|
|havre,--i|, |0|, |0|, |0|, |0|, |0|
|ciel_|, |1|, |0|, |0|, |0|, |1|
|hair-dresser|, |1|, |1|, |1|, |0|, |3|
|unsteadiest|, |1|, |0|, |1|, |0|, |2|
|adding|, |1|, |1|, |1|, |1|, |4|
|recognize|, |0|, |2|, |0|, |2|, |4|
|silently|, |0|, |1|, |0|, |1|, |2|
|photographs;|, |0|, |0|, |1|, |0|, |1|
|confined.|, |0|, |0|, |1|, |1|, |2|
|impenetrable,|, |0|, |0|, |1|, |0|, |1|
|countess,|, |0|, |0|, |0|, |1|, |1|
|man.|, |0|, |0|, |1|, |4|, |5|
|bettered|, |1|, |0|, |1|, |0|, |2|
|older,|, |0|, |0|, |1|, |1|, |2|
|and--i|, |0|, |0|, |0|, |0|, |0|
|rome|, |0|, |0|, |0|, |0|, |0|
|listen|, |4|, |4|, |2|, |2|, |12|
|early,|, |0|, |0|, |1|, |0|, |1|
|hand.|, |0|, |0|, |2|, |1|, |3|
|perversity,|, |0|, |0|, |1|, |0|, |1|
|on|, |78|, |42|, |71|, |39|, |230|
|distress,"|, |0|, |0|, |0|, |1|, |1|
|home."|, |0|, |0|, |0|, |1|, |1|
|upon|, |6|, |25|, |5|, |25|, |61|
|everything|, |10|, |7|, |5|, |2|, |24|
|appreciation.|, |0|, |0|, |1|, |0|, |1|
|personally|, |1|, |0|, |1|, |0|, |2|
|words,|, |0|, |0|, |1|, |0|, |1|
|dropped|, |4|, |2|, |4|, |2|, |12|
|des|, |3|, |1|, |3|, |1|, |8|
|discarded|, |0|, |1|, |0|, |1|, |2|
|enjoyed.|, |0|, |0|, |1|, |0|, |1|
|foppishness,--a|, |0|, |0|, |0|, |1|, |1|
|seeing|, |0|, |1|, |0|, |1|, |2|
|"here,"|, |0|, |0|, |0|, |0|, |0|
|instant--i|, |0|, |0|, |0|, |0|, |0|
|revel|, |1|, |0|, |0|, |0|, |1|
|coat|, |1|, |0|, |0|, |0|, |1|
|oldest|, |1|, |1|, |1|, |1|, |4|
|seems|, |3|, |1|, |2|, |1|, |7|
|varied|, |1|, |0|, |1|, |0|, |2|
|strange|, |7|, |6|, |5|, |4|, |22|
|character|, |2|, |0|, |1|, |0|, |3|
|right,|, |0|, |0|, |2|, |1|, |3|
|vaguely,|, |0|, |0|, |1|, |0|, |1|
|will;|, |0|, |0|, |0|, |1|, |1|
|then,--"at|, |0|, |0|, |0|, |0|, |0|
|fringed|, |1|, |1|, |1|, |1|, |4|
|being|, |2|, |2|, |2|, |2|, |8|
|distinctness|, |0|, |1|, |0|, |0|, |1|
|holding|, |0|, |1|, |0|, |1|, |2|
|chin,|, |0|, |0|, |0|, |1|, |1|
|sight|, |3|, |3|, |2|, |2|, |10|
|ugly,|, |0|, |0|, |0|, |0|, |0|
|parted|, |0|, |2|, |0|, |2|, |4|
|too;|, |0|, |0|, |1|, |1|, |2|
|laughed|, |3|, |0|, |1|, |0|, |4|
|art-student.|, |0|, |0|, |4|, |4|, |8|
|_tant|, |1|, |0|, |0|, |0|, |1|
|back?"|, |0|, |0|, |1|, |1|, |2|
|tearful|, |1|, |1|, |1|, |1|, |4|
|but,|, |0|, |0|, |1|, |0|, |1|
|stick,|, |0|, |0|, |1|, |1|, |2|
|accomplishments,|, |0|, |0|, |1|, |0|, |1|
|black|, |4|, |3|, |4|, |3|, |14|
|dis-byronized.|, |0|, |0|, |0|, |0|, |0|
|horse's|, |0|, |0|, |1|, |1|, |2|
|landlegs.|, |0|, |0|, |0|, |1|, |1|
|drove|, |1|, |1|, |1|, |1|, |4|
|confessed|, |0|, |1|, |0|, |1|, |2|
|inmate|, |1|, |0|, |0|, |0|, |1|
|to"|, |0|, |0|, |1|, |1|, |2|
|"who|, |0|, |0|, |0|, |0|, |0|
|manger_,|, |0|, |0|, |0|, |0|, |0|
|wife's,"|, |0|, |0|, |1|, |0|, |1|
|steps,|, |0|, |0|, |1|, |0|, |1|
|love,|, |0|, |0|, |1|, |0|, |1|
|attend|, |1|, |1|, |1|, |1|, |4|
|money--it|, |0|, |0|, |1|, |0|, |1|
|senses|, |1|, |0|, |0|, |0|, |1|
|stopped--pressing|, |0|, |0|, |1|, |0|, |1|
|her,--at|, |0|, |0|, |0|, |1|, |1|
|laugh|, |2|, |4|, |1|, |1|, |8|
|speak--i|, |0|, |0|, |0|, |0|, |0|
|off--i|, |0|, |0|, |0|, |0|, |0|
|"talk|, |0|, |0|, |0|, |0|, |0|
|one|, |31|, |26|, |26|, |24|, |107|
|somehow,|, |0|, |0|, |0|, |1|, |1|
|bedstead|, |1|, |1|, |1|, |0|, |3|
|emotion!|, |0|, |0|, |0|, |1|, |1|
|course!|, |0|, |0|, |1|, |1|, |2|
|left|, |9|, |5|, |7|, |5|, |26|
|ill-adjusted|, |1|, |1|, |1|, |1|, |4|
|perfectly|, |5|, |3|, |5|, |3|, |16|
|_pardon|, |0|, |0|, |0|, |0|, |0|
|perpetually|, |1|, |1|, |1|, |1|, |4|
|move|, |1|, |1|, |0|, |0|, |2|
|sidewalk.|, |0|, |0|, |1|, |0|, |1|
|coffee?"|, |0|, |0|, |1|, |1|, |2|
|name,"|, |0|, |0|, |1|, |1|, |2|
|assented|, |1|, |1|, |0|, |0|, |2|
|question|, |4|, |2|, |3|, |1|, |10|
|"c'est|, |0|, |0|, |0|, |0|, |0|
|_this_|, |0|, |1|, |0|, |1|, |2|
|hasn't|, |0|, |0|, |1|, |0|, |1|
|romance.|, |0|, |0|, |0|, |1|, |1|
|monsieu,"|, |0|, |0|, |0|, |1|, |1|
|268|, |1|, |0|, |0|, |0|, |1|
|taken|, |1|, |2|, |1|, |2|, |6|
|dignity|, |1|, |0|, |0|, |0|, |1|
|(305)|, |0|, |0|, |1|, |0|, |1|
|reflection|, |0|, |1|, |0|, |1|, |2|
|plaited|, |1|, |1|, |1|, |1|, |4|
|hope|, |6|, |4|, |4|, |4|, |18|
|conversation.|, |0|, |0|, |1|, |1|, |2|
|prejudiced|, |1|, |1|, |0|, |0|, |2|
|inconsequent|, |1|, |1|, |1|, |1|, |4|
|discoursed|, |1|, |1|, |1|, |1|, |4|
|droop|, |1|, |1|, |1|, |1|, |4|
|(280)|, |0|, |0|, |1|, |0|, |1|
|little,|, |0|, |0|, |0|, |2|, |2|
|isolation.|, |0|, |0|, |1|, |1|, |2|
|speak.|, |0|, |0|, |2|, |2|, |4|
|fan.|, |0|, |0|, |1|, |1|, |2|
|climbing|, |1|, |1|, |1|, |1|, |4|
|landlady,|, |0|, |0|, |2|, |4|, |6|
|balconies|, |1|, |1|, |1|, |0|, |3|
|says--and|, |0|, |0|, |1|, |0|, |1|
|servants|, |1|, |1|, |0|, |0|, |2|
|persuaded|, |0|, |1|, |0|, |1|, |2|
|distressed."|, |0|, |0|, |0|, |1|, |1|
|bit.|, |0|, |0|, |1|, |0|, |1|
|(278)|, |0|, |0|, |1|, |0|, |1|
|arrived|, |1|, |1|, |1|, |1|, |4|
|_sous|, |1|, |0|, |1|, |0|, |2|
|mid-day--_comme|, |0|, |0|, |1|, |0|, |1|
|mean|, |12|, |10|, |6|, |4|, |32|
|natural|, |1|, |1|, |1|, |1|, |4|
|house."|, |0|, |0|, |0|, |1|, |1|
|presently,|, |0|, |0|, |3|, |2|, |5|
|months,"|, |0|, |0|, |1|, |1|, |2|
|day."|, |0|, |0|, |2|, |2|, |4|
|years.|, |0|, |0|, |0|, |1|, |1|
|objects;|, |0|, |0|, |1|, |0|, |1|
|crisis,|, |0|, |0|, |1|, |0|, |1|
|aid|, |1|, |0|, |1|, |0|, |2|
|on.|, |0|, |0|, |4|, |2|, |6|
|why,|, |0|, |0|, |0|, |0|, |0|
|worse,"|, |0|, |0|, |1|, |0|, |1|
|this,|, |0|, |0|, |1|, |1|, |2|
|movement;|, |0|, |0|, |1|, |1|, |2|
|dame."|, |0|, |0|, |1|, |0|, |1|
|whom|, |7|, |5|, |5|, |4|, |21|
|this.|, |0|, |0|, |2|, |1|, |3|
|admired,|, |0|, |0|, |1|, |0|, |1|
|personage|, |1|, |0|, |1|, |0|, |2|
|"at|, |0|, |0|, |0|, |0|, |0|
|vague|, |2|, |0|, |2|, |0|, |4|
|pavement|, |2|, |2|, |1|, |2|, |7|
|alarmed,|, |0|, |0|, |0|, |1|, |1|
|profile|, |2|, |2|, |0|, |0|, |4|
|perhaps|, |6|, |1|, |6|, |0|, |13|
|illusion|, |1|, |0|, |0|, |0|, |1|
|him.|, |0|, |0|, |3|, |1|, |4|
|yes|, |2|, |3|, |0|, |0|, |5|
|pupil,|, |0|, |0|, |1|, |1|, |2|
|sort?"|, |0|, |0|, |1|, |1|, |2|
|buildings,|, |0|, |0|, |1|, |1|, |2|
|front|, |4|, |5|, |4|, |5|, |18|
|me.|, |0|, |0|, |11|, |13|, |24|
|launched|, |1|, |0|, |1|, |0|, |2|
|thinks|, |1|, |1|, |1|, |1|, |4|
|enjoy|, |1|, |1|, |1|, |1|, |4|
|horizon|, |2|, |2|, |0|, |0|, |4|
|poetry|, |1|, |1|, |0|, |0|, |2|
|honour,"|, |0|, |0|, |1|, |0|, |1|
|absolutely|, |1|, |1|, |1|, |1|, |4|
|chillon|, |0|, |0|, |0|, |0|, |0|
|morning,|, |0|, |0|, |1|, |1|, |2|
|is:--"|, |0|, |0|, |0|, |1|, |1|
|neck|, |1|, |2|, |1|, |2|, |6|
|street.|, |0|, |0|, |1|, |0|, |1|
|collar|, |1|, |0|, |1|, |0|, |2|
|disgusted|, |1|, |1|, |0|, |0|, |2|
|crisis|, |1|, |0|, |0|, |0|, |1|
|'people|, |1|, |0|, |0|, |0|, |1|
|favor|, |0|, |1|, |0|, |0|, |1|
|strange;|, |0|, |0|, |0|, |1|, |1|
|mild-hued|, |1|, |1|, |1|, |1|, |4|
|evening|, |2|, |2|, |1|, |0|, |5|
|sound|, |3|, |1|, |3|, |1|, |8|
|fever|, |2|, |1|, |2|, |1|, |6|
|prevailed|, |1|, |0|, |1|, |0|, |2|
|"well|, |0|, |0|, |0|, |0|, |0|
|coloured|, |2|, |0|, |2|, |0|, |4|
|honour|, |3|, |0|, |2|, |0|, |5|
|poked|, |1|, |1|, |1|, |1|, |4|
|other,|, |0|, |0|, |1|, |0|, |1|
|keen|, |1|, |1|, |1|, |0|, |3|
|occupant,|, |0|, |0|, |1|, |1|, |2|
|merely|, |1|, |0|, |1|, |0|, |2|
|let|, |5|, |3|, |5|, |3|, |16|
|dregs|, |1|, |0|, |1|, |0|, |2|
|stifle|, |1|, |0|, |0|, |0|, |1|
|thirty|, |2|, |2|, |1|, |1|, |6|
|disguised|, |1|, |0|, |1|, |0|, |2|
|still,|, |0|, |0|, |3|, |2|, |5|
|"come|, |0|, |0|, |0|, |0|, |0|
|guide-books|, |1|, |0|, |1|, |0|, |2|
|gifted|, |1|, |0|, |1|, |0|, |2|
|à|, |0|, |2|, |0|, |2|, |4|
|hotel,|, |0|, |0|, |1|, |2|, |3|
|morning.|, |0|, |0|, |2|, |2|, |4|
|herself?"|, |0|, |0|, |1|, |1|, |2|
|precision|, |0|, |1|, |0|, |0|, |1|
|see!"|, |0|, |0|, |0|, |1|, |1|
|ribbon|, |1|, |1|, |0|, |0|, |2|
|seen|, |12|, |12|, |10|, |11|, |45|
|framed|, |1|, |1|, |1|, |1|, |4|
|town-gossip|, |1|, |1|, |0|, |0|, |2|
|parlor|, |0|, |2|, |0|, |0|, |2|
|caught,|, |0|, |0|, |1|, |0|, |1|
|company,|, |0|, |0|, |1|, |1|, |2|
|torment|, |1|, |0|, |1|, |0|, |2|
|toward|, |4|, |4|, |4|, |4|, |16|
|word!--understood|, |0|, |0|, |1|, |0|, |1|
|seventeen|, |1|, |1|, |1|, |1|, |4|
|portfolios|, |2|, |2|, |1|, |1|, |6|
|cousin|, |20|, |29|, |13|, |19|, |81|
|stood|, |7|, |8|, |7|, |8|, |30|
|foolishly|, |1|, |1|, |1|, |0|, |3|
|dreamed|, |1|, |0|, |1|, |0|, |2|
|tour?"|, |0|, |0|, |1|, |0|, |1|
|acharnee_--such|, |0|, |0|, |1|, |0|, |1|
|prepared|, |3|, |0|, |2|, |0|, |5|
|signified|, |0|, |2|, |0|, |1|, |3|
|please--!"|, |0|, |0|, |1|, |0|, |1|
|310|, |1|, |0|, |0|, |0|, |1|
|reading|, |1|, |1|, |0|, |0|, |2|
|visitors|, |1|, |1|, |0|, |0|, |2|
|fro|, |1|, |1|, |0|, |0|, |2|
|mother|, |2|, |2|, |0|, |0|, |4|
|reflected|, |0|, |1|, |0|, |1|, |2|
|desist|, |1|, |1|, |0|, |0|, |2|
|measure|, |2|, |0|, |1|, |0|, |3|
|before|, |17|, |18|, |13|, |10|, |58|
|sake|, |0|, |1|, |0|, |0|, |1|
|goodby|, |0|, |1|, |0|, |0|, |1|
|neatness|, |1|, |0|, |0|, |0|, |1|
|287|, |1|, |0|, |0|, |0|, |1|
|fortress.|, |0|, |0|, |1|, |1|, |2|
|person?"|, |0|, |0|, |1|, |0|, |1|
|decision|, |1|, |0|, |1|, |0|, |2|
|geneva|, |0|, |0|, |0|, |0|, |0|
|several|, |3|, |2|, |3|, |2|, |10|
|wanton|, |1|, |0|, |0|, |0|, |1|
|now|, |21|, |10|, |15|, |6|, |52|
|time;|, |0|, |0|, |1|, |1|, |2|
|frame.|, |0|, |0|, |1|, |0|, |1|
|cleaning|, |1|, |1|, |1|, |1|, |4|
|call|, |6|, |4|, |5|, |3|, |18|
|savour--it|, |0|, |0|, |1|, |0|, |1|
|myself|, |17|, |9|, |12|, |4|, |42|
|noblesse|, |1|, |0|, |0|, |0|, |1|
|welcomed|, |0|, |1|, |0|, |1|, |2|
|moved|, |5|, |2|, |5|, |2|, |14|
|laid|, |4|, |5|, |4|, |5|, |18|
|fear|, |3|, |0|, |1|, |0|, |4|
|fingers|, |1|, |1|, |0|, |0|, |2|
|"there's|, |0|, |0|, |0|, |0|, |0|
|laced,|, |0|, |0|, |1|, |1|, |2|
|intenser|, |1|, |0|, |0|, |0|, |1|
|american|, |0|, |0|, |0|, |0|, |0|
|approve|, |0|, |1|, |0|, |1|, |2|
|diminished|, |1|, |0|, |1|, |0|, |2|
|preoccupied|, |1|, |1|, |0|, |1|, |3|
|years."|, |0|, |0|, |2|, |3|, |5|
|given|, |1|, |1|, |1|, |1|, |4|
|event.|, |0|, |0|, |1|, |1|, |2|
|en|, |1|, |0|, |1|, |0|, |2|
|(290)|, |0|, |0|, |1|, |0|, |1|
|nice|, |3|, |4|, |3|, |4|, |14|
|money,|, |0|, |0|, |0|, |1|, |1|
|"he's|, |0|, |0|, |0|, |0|, |0|
|pace|, |1|, |1|, |0|, |0|, |2|
|sign.|, |0|, |0|, |1|, |0|, |1|
|varnished|, |1|, |1|, |1|, |1|, |4|
|spend|, |2|, |2|, |2|, |2|, |8|
|mine,|, |0|, |0|, |1|, |0|, |1|
|saying|, |4|, |2|, |3|, |1|, |10|
|ease|, |1|, |0|, |0|, |0|, |1|
|grace|, |3|, |0|, |1|, |0|, |4|
|eagerly|, |1|, |0|, |1|, |0|, |2|
|thing|, |4|, |3|, |3|, |2|, |12|
|see|, |21|, |17|, |15|, |14|, |67|
|startled.|, |0|, |0|, |0|, |1|, |1|
|inns?"|, |0|, |0|, |1|, |1|, |2|
|literal|, |1|, |0|, |1|, |0|, |2|
|gaiety|, |1|, |0|, |0|, |0|, |1|
|last|, |15|, |10|, |12|, |6|, |43|
|report;|, |0|, |0|, |1|, |0|, |1|
|hero,|, |0|, |0|, |0|, |1|, |1|
|"you're|, |0|, |0|, |0|, |0|, |0|
|morbid|, |1|, |0|, |1|, |0|, |2|
|you?"|, |0|, |0|, |3|, |1|, |4|
|else--is|, |0|, |0|, |1|, |0|, |1|
|him,|, |0|, |0|, |6|, |4|, |10|
|eagerness,|, |0|, |0|, |1|, |1|, |2|
|hovered--"as|, |0|, |0|, |1|, |0|, |1|
|smiled--"i|, |0|, |0|, |0|, |0|, |0|
|decent.|, |0|, |0|, |1|, |0|, |1|
|here|, |21|, |19|, |13|, |11|, |64|
|along|, |3|, |3|, |2|, |2|, |10|
|pair|, |3|, |1|, |3|, |1|, |8|
|deuce|, |1|, |0|, |1|, |0|, |2|
|friend--upon|, |0|, |0|, |1|, |0|, |1|
|bright,|, |0|, |0|, |2|, |0|, |2|
|stared;|, |0|, |0|, |0|, |1|, |1|
|wonderful:|, |0|, |0|, |1|, |0|, |1|
|transit,|, |0|, |0|, |1|, |1|, |2|
|them;|, |0|, |0|, |1|, |1|, |2|
|immediately|, |4|, |4|, |4|, |4|, |16|
|gleam|, |1|, |1|, |1|, |1|, |4|
|else--and|, |0|, |0|, |1|, |0|, |1|
|high-born,|, |0|, |0|, |1|, |0|, |1|
|demonstrations|, |1|, |1|, |0|, |0|, |2|
|(306)|, |0|, |0|, |1|, |0|, |1|
|uttered|, |2|, |1|, |1|, |0|, |4|
|enjoyed|, |2|, |1|, |1|, |1|, |5|
|drive."|, |0|, |0|, |1|, |1|, |2|
|gravely.|, |0|, |0|, |0|, |1|, |1|
|head--it's|, |0|, |0|, |1|, |0|, |1|
|appetite,|, |0|, |0|, |1|, |0|, |1|
|driving|, |1|, |1|, |1|, |1|, |4|
|moment's|, |0|, |0|, |1|, |0|, |1|
|vessels|, |1|, |1|, |1|, |1|, |4|
